user_id,content_id,watch_date,completion_percentage,rating,watched_on_device
USR_003,DSN_545,2024-07-04,13,,Laptop
USR_003,DSN_1354,2023-07-14,92,3.8,Mobile
USR_003,DSN_539,2024-09-05,89,4.2,Laptop
USR_003,DSN_861,2024-03-31,98,4.5,Smart TV
USR_003,DSN_118,2023-11-29,41,3.8,Laptop
USR_003,AMZ_2307,2024-05-02,47,3.1,Laptop
USR_003,DSN_810,2024-06-08,71,3.2,TV
USR_003,AMZ_4349,2023-11-16,74,3.9,Tablet
USR_003,DSN_515,2024-06-30,49,3.7,TV
USR_003,DSN_1108,2023-12-14,90,3.7,Smart TV
USR_003,DSN_346,2024-03-05,91,3.6,Tablet
USR_003,AMZ_4337,2023-08-19,14,,Laptop
USR_003,AMZ_7625,2023-11-22,89,4.3,Tablet
USR_003,DSN_168,2024-06-17,20,2.2,Smart TV
USR_003,AMZ_514,2024-03-21,79,2.8,Mobile
USR_003,DSN_157,2024-03-04,81,3.6,Smart TV
USR_003,DSN_1253,2024-02-01,39,2.1,TV
USR_004,AMZ_3400,2023-06-21,94,3.8,TV
USR_004,NFX_2767,2024-05-20,73,3.1,Mobile
USR_004,NFX_3082,2024-01-29,34,2.4,Smart TV
USR_004,NFX_1530,2024-06-09,96,3.9,TV
USR_004,NFX_5923,2023-09-10,61,3.3,Tablet
USR_004,NFX_1980,2024-10-25,78,3.6,Smart TV
USR_004,NFX_4184,2023-05-11,79,2.7,Tablet
USR_004,NFX_3232,2023-04-15,16,2.0,Mobile
USR_004,AMZ_354,2024-05-28,46,4.0,Mobile
USR_004,NFX_3086,2024-10-25,15,2.0,Smart TV
USR_004,NFX_2765,2024-08-20,41,2.8,Tablet
USR_004,NFX_6873,2023-04-11,22,1.6,Smart TV
USR_004,NFX_6519,2024-07-28,87,4.0,Laptop
USR_004,NFX_8749,2023-05-08,76,3.4,TV
USR_004,NFX_6744,2024-02-07,21,1.5,Mobile
USR_004,NFX_8437,2024-09-12,36,1.9,Laptop
USR_004,NFX_4260,2023-05-22,10,,Tablet
USR_004,NFX_3220,2024-02-23,48,3.4,Mobile
USR_004,NFX_2554,2024-10-25,43,3.1,Tablet
USR_004,NFX_5372,2023-09-10,58,3.4,Smart TV
USR_004,AMZ_9537,2024-08-05,93,4.8,Tablet
USR_004,NFX_6611,2023-07-08,78,3.1,Laptop
USR_004,AMZ_300,2024-07-02,32,2.3,Smart TV
USR_004,NFX_3762,2023-10-05,40,3.7,TV
USR_004,NFX_1059,2024-01-09,62,3.8,TV
USR_004,NFX_880,2024-08-03,62,3.3,TV
USR_004,NFX_5120,2024-09-27,85,3.8,TV
USR_004,NFX_2515,2024-01-15,80,3.8,Tablet
USR_004,NFX_744,2024-11-21,81,3.7,TV
USR_004,NFX_6079,2023-06-23,34,1.7,Laptop
USR_004,AMZ_18,2024-05-04,69,3.5,Smart TV
USR_004,NFX_3065,2023-09-20,30,3.1,TV
USR_004,NFX_511,2023-03-28,94,4.8,Tablet
USR_004,NFX_6426,2023-03-21,64,3.7,Tablet
USR_004,NFX_4874,2023-07-15,57,3.2,Smart TV
USR_004,NFX_8147,2024-08-14,50,3.4,Smart TV
USR_004,NFX_4900,2024-08-10,76,3.0,Smart TV
USR_004,NFX_3684,2023-08-16,15,2.2,Mobile
USR_004,NFX_6166,2023-11-19,52,3.0,TV
USR_004,AMZ_2889,2023-11-14,70,2.5,Laptop
USR_004,NFX_678,2024-10-12,83,4.1,Smart TV
USR_004,DSN_99,2024-11-04,95,4.5,Mobile
USR_004,NFX_6825,2023-04-28,26,1.3,Mobile
USR_005,AMZ_619,2024-11-02,20,1.8,Smart TV
USR_005,AMZ_8212,2024-01-14,77,3.5,Smart TV
USR_005,DSN_853,2024-06-26,33,1.3,Smart TV
USR_005,AMZ_7431,2024-09-12,15,3.0,Smart TV
USR_005,AMZ_4866,2024-11-23,47,2.8,Mobile
USR_005,AMZ_8138,2023-07-27,78,4.2,TV
USR_005,AMZ_6605,2024-04-03,42,2.9,Laptop
USR_005,NFX_3685,2024-02-08,77,3.0,Smart TV
USR_005,AMZ_8507,2024-07-24,22,1.7,Laptop
USR_005,NFX_6486,2024-01-21,79,3.8,Laptop
USR_005,AMZ_8041,2024-09-25,84,4.1,Smart TV
USR_005,NFX_4510,2023-10-25,59,4.1,TV
USR_005,AMZ_9527,2024-09-04,71,3.2,Smart TV
USR_005,AMZ_311,2023-08-20,18,1.9,Smart TV
USR_005,AMZ_8272,2023-11-13,17,2.7,Tablet
USR_005,NFX_6468,2023-10-08,83,3.6,Tablet
USR_005,AMZ_1503,2024-09-11,32,3.1,TV
USR_005,NFX_4374,2024-01-10,32,1.1,TV
USR_005,AMZ_3604,2024-07-04,33,2.4,Laptop
USR_005,NFX_3638,2024-08-23,89,3.4,Smart TV
USR_005,AMZ_4308,2023-12-15,44,2.1,Smart TV
USR_006,NFX_823,2024-02-01,70,3.1,Mobile
USR_006,NFX_1611,2024-10-01,54,3.0,Mobile
USR_006,AMZ_3887,2023-10-16,89,4.3,Tablet
USR_006,NFX_1225,2024-05-09,48,3.2,Laptop
USR_006,NFX_4392,2024-05-20,47,3.4,Tablet
USR_006,NFX_6451,2024-09-08,35,2.0,Mobile
USR_006,NFX_1775,2024-05-26,43,3.3,Smart TV
USR_006,NFX_2033,2024-11-15,53,3.6,Laptop
USR_006,NFX_6953,2024-02-18,40,3.7,Mobile
USR_006,NFX_2784,2024-09-23,78,3.8,Tablet
USR_006,NFX_8157,2024-03-10,88,3.9,Mobile
USR_006,AMZ_1034,2024-07-05,88,4.2,Smart TV
USR_006,NFX_7372,2024-08-05,71,3.3,TV
USR_006,NFX_20,2023-10-07,23,1.3,Tablet
USR_006,AMZ_8133,2024-08-16,46,3.2,Smart TV
USR_006,NFX_7027,2024-07-17,19,2.5,TV
USR_006,AMZ_6874,2024-02-19,97,4.2,Smart TV
USR_006,NFX_8334,2024-06-05,75,3.1,Smart TV
USR_006,AMZ_4771,2024-01-28,54,4.1,Laptop
USR_006,AMZ_6495,2024-07-28,57,3.3,TV
USR_006,AMZ_2770,2023-11-29,100,4.0,TV
USR_006,AMZ_8966,2023-09-02,53,2.8,Mobile
USR_006,NFX_8060,2024-06-19,74,4.1,Laptop
USR_006,NFX_2288,2024-11-23,65,2.5,Mobile
USR_006,NFX_5057,2024-10-03,69,2.3,Laptop
USR_006,NFX_4519,2024-04-18,63,3.0,Laptop
USR_006,AMZ_5538,2024-05-12,80,4.7,Mobile
USR_006,NFX_4410,2023-10-22,70,3.1,TV
USR_006,AMZ_9028,2024-11-02,31,2.4,TV
USR_006,NFX_5694,2024-08-20,98,4.9,Laptop
USR_006,AMZ_5810,2024-10-11,71,2.8,Smart TV
USR_006,NFX_7746,2023-09-26,70,2.7,TV
USR_006,NFX_892,2024-01-26,41,2.8,Laptop
USR_006,NFX_7693,2024-07-08,75,3.8,Laptop
USR_006,NFX_8474,2024-04-23,52,3.5,Mobile
USR_006,AMZ_7549,2023-10-04,76,4.2,Tablet
USR_006,AMZ_6862,2024-05-30,13,,Smart TV
USR_006,NFX_1718,2023-11-22,61,3.0,Mobile
USR_006,NFX_714,2024-09-28,52,3.6,Mobile
USR_006,AMZ_6719,2023-09-10,92,3.4,TV
USR_006,NFX_5453,2023-11-19,98,3.8,Smart TV
USR_006,NFX_7684,2023-11-16,94,4.2,TV
USR_006,NFX_3182,2024-07-25,38,1.4,TV
USR_006,NFX_1978,2024-04-20,48,4.0,Smart TV
USR_006,AMZ_692,2024-02-29,57,3.4,Mobile
USR_006,NFX_3094,2024-10-31,75,3.3,Smart TV
USR_006,AMZ_4067,2024-06-05,29,2.3,Laptop
USR_006,NFX_4819,2024-08-23,19,2.0,Laptop
USR_006,AMZ_8254,2024-10-13,28,2.9,Mobile
USR_006,NFX_4980,2024-03-11,68,3.3,Smart TV
USR_006,AMZ_8580,2023-10-10,72,3.6,Smart TV
USR_006,NFX_3792,2023-10-26,57,2.8,Tablet
USR_006,NFX_7948,2023-10-08,23,1.9,Smart TV
USR_006,NFX_6695,2024-04-23,95,3.7,Mobile
USR_006,NFX_4992,2024-01-21,95,4.3,Laptop
USR_006,NFX_8753,2024-05-07,14,,Tablet
USR_006,NFX_2657,2024-04-19,100,4.9,Smart TV
USR_006,AMZ_2246,2023-10-12,11,,Mobile
USR_006,NFX_5003,2024-06-27,84,4.7,Laptop
USR_006,NFX_8295,2024-07-22,61,2.5,TV
USR_006,NFX_6791,2023-11-29,38,2.2,Mobile
USR_006,NFX_6805,2024-08-30,62,3.3,Mobile
USR_006,NFX_3579,2024-06-03,85,4.5,Tablet
USR_006,NFX_8617,2024-03-09,44,3.2,Smart TV
USR_006,NFX_4163,2023-09-04,77,3.0,Smart TV
USR_006,NFX_3788,2023-11-21,17,2.5,Smart TV
USR_006,NFX_4062,2024-05-25,90,4.4,Mobile
USR_006,NFX_557,2024-03-02,38,2.9,Tablet
USR_006,NFX_7298,2024-01-27,39,1.8,TV
USR_006,NFX_754,2023-11-15,79,3.9,TV
USR_006,NFX_1127,2024-11-18,75,3.8,Smart TV
USR_006,AMZ_8204,2024-01-06,47,2.9,Smart TV
USR_006,DSN_1270,2024-05-01,43,3.0,Mobile
USR_006,NFX_7510,2023-09-03,39,2.9,Mobile
USR_006,AMZ_6989,2024-02-12,56,2.8,Smart TV
USR_006,AMZ_3133,2024-04-04,55,3.0,Tablet
USR_006,NFX_7258,2024-07-08,24,1.4,Laptop
USR_006,AMZ_7177,2024-08-30,33,1.8,Smart TV
USR_006,NFX_6315,2024-10-21,11,,Tablet
USR_006,NFX_1549,2024-08-10,99,4.2,TV
USR_006,NFX_1536,2024-04-08,69,2.6,Smart TV
USR_006,NFX_8623,2024-06-05,31,1.4,Smart TV
USR_006,NFX_2130,2024-04-09,35,1.5,Mobile
USR_006,NFX_7627,2023-11-12,17,1.9,TV
USR_006,NFX_44,2024-01-14,64,4.1,Smart TV
USR_006,NFX_3022,2024-08-23,21,1.5,Tablet
USR_006,NFX_7567,2024-03-07,77,3.1,Tablet
USR_006,NFX_4934,2024-09-21,87,4.6,Smart TV
USR_006,NFX_596,2024-01-31,76,3.5,TV
USR_006,NFX_5837,2024-06-26,58,2.9,TV
USR_006,AMZ_6751,2024-01-21,58,3.5,Mobile
USR_006,NFX_6782,2024-11-07,95,4.1,Mobile
USR_006,NFX_5350,2023-12-14,10,,Mobile
USR_007,AMZ_588,2024-04-24,35,1.8,Mobile
USR_007,NFX_326,2024-08-31,52,3.2,Laptop
USR_007,DSN_811,2024-10-26,75,3.2,Tablet
USR_007,AMZ_1537,2024-04-30,97,3.5,Tablet
USR_007,AMZ_4997,2024-11-02,57,2.7,Smart TV
USR_007,AMZ_3671,2024-10-16,50,3.4,Smart TV
USR_007,DSN_604,2024-08-16,57,2.7,Mobile
USR_007,NFX_3266,2024-08-18,85,4.4,Smart TV
USR_007,NFX_4750,2024-06-24,56,3.6,Tablet
USR_007,AMZ_2983,2024-07-03,63,3.2,Mobile
USR_007,NFX_1364,2023-12-12,87,4.3,Mobile
USR_007,DSN_387,2024-04-08,80,3.5,Laptop
USR_007,AMZ_1876,2023-12-16,10,,TV
USR_007,DSN_1003,2024-07-04,70,3.5,Smart TV
USR_007,NFX_852,2024-11-10,35,1.5,Mobile
USR_007,AMZ_254,2024-11-01,72,3.3,TV
USR_007,NFX_1101,2024-06-08,24,1.4,TV
USR_007,NFX_3780,2024-02-02,97,4.9,TV
USR_007,NFX_6822,2024-01-10,79,3.9,Mobile
USR_007,AMZ_4206,2023-12-19,28,2.7,Laptop
USR_007,NFX_7292,2024-05-09,61,3.1,Smart TV
USR_007,NFX_460,2023-12-29,47,3.7,Laptop
USR_007,NFX_5896,2024-11-01,50,3.2,Smart TV
USR_007,DSN_1251,2024-05-31,30,3.1,Laptop
USR_007,AMZ_5769,2024-11-10,56,3.4,TV
USR_007,DSN_342,2024-11-06,30,2.0,TV
USR_007,NFX_6025,2024-02-26,34,1.8,Laptop
USR_007,NFX_5160,2024-04-12,22,2.8,Laptop
USR_007,AMZ_2701,2023-12-11,37,2.1,Mobile
USR_007,AMZ_895,2024-03-06,58,3.1,Tablet
USR_007,NFX_1378,2024-03-19,54,3.3,Mobile
USR_007,NFX_2219,2024-04-20,51,3.1,Smart TV
USR_007,AMZ_2012,2024-02-21,85,3.4,Smart TV
USR_007,NFX_6891,2024-05-10,89,4.4,Laptop
USR_007,NFX_7290,2024-02-05,74,3.0,Smart TV
USR_007,NFX_4601,2024-11-12,17,1.2,Smart TV
USR_007,AMZ_8267,2024-07-01,55,3.0,Mobile
USR_007,NFX_4151,2024-02-21,75,3.3,TV
USR_007,NFX_8190,2024-08-16,51,3.1,Smart TV
USR_007,NFX_7154,2024-08-14,93,4.5,TV
USR_007,NFX_2628,2024-07-15,19,2.3,Tablet
USR_007,NFX_6069,2024-04-07,69,3.4,Smart TV
USR_007,DSN_1229,2024-06-07,47,3.2,Mobile
USR_007,NFX_1591,2024-10-24,100,4.6,Mobile
USR_007,AMZ_7922,2024-01-05,11,,Tablet
USR_007,NFX_8581,2024-09-11,96,3.9,Mobile
USR_007,NFX_1424,2024-06-28,61,2.8,Mobile
USR_007,AMZ_2961,2024-03-12,23,3.0,Mobile
USR_007,DSN_500,2024-05-24,85,3.6,Laptop
USR_007,AMZ_1261,2023-12-11,53,3.1,Laptop
USR_007,NFX_5194,2024-04-25,48,2.5,Mobile
USR_007,AMZ_4905,2024-01-05,87,4.0,Tablet
USR_007,AMZ_6826,2023-12-01,36,2.7,Smart TV
USR_007,AMZ_4955,2024-05-22,25,2.9,Tablet
USR_007,DSN_11,2024-10-04,99,3.7,Laptop
USR_007,NFX_2120,2024-09-17,37,1.1,TV
USR_007,DSN_1002,2024-05-31,92,5.0,Laptop
USR_007,NFX_410,2024-10-30,79,3.4,Tablet
USR_007,NFX_1018,2024-11-19,58,2.5,Smart TV
USR_007,NFX_8786,2024-06-01,98,4.8,TV
USR_007,NFX_3516,2024-07-04,59,2.7,Tablet
USR_007,AMZ_448,2024-05-15,35,2.3,Tablet
USR_007,DSN_694,2024-05-29,75,2.7,Smart TV
USR_007,DSN_1125,2024-02-16,22,1.8,Mobile
USR_007,AMZ_6682,2024-09-13,21,1.3,Tablet
USR_007,NFX_2451,2024-09-30,28,2.7,Tablet
USR_007,NFX_5353,2024-11-27,68,3.7,Tablet
USR_007,NFX_2190,2024-07-11,39,2.7,Tablet
USR_007,NFX_2828,2024-06-14,13,,Laptop
USR_007,NFX_5340,2024-01-07,26,1.5,TV
USR_007,AMZ_5802,2024-10-27,85,4.5,Laptop
USR_007,DSN_1290,2024-11-21,21,2.3,Tablet
USR_007,NFX_8020,2024-04-03,26,2.3,Smart TV
USR_007,NFX_5643,2024-05-14,84,5.0,Mobile
USR_007,NFX_5597,2024-01-25,89,4.3,Smart TV
USR_007,DSN_939,2024-07-02,78,3.6,Laptop
USR_007,AMZ_4655,2024-07-23,54,3.2,Laptop
USR_007,NFX_3200,2024-05-02,66,3.8,Smart TV
USR_007,NFX_849,2024-06-01,93,3.9,TV
USR_007,NFX_3284,2024-08-25,73,3.4,TV
USR_007,DSN_1008,2024-05-02,10,,Laptop
USR_007,AMZ_1148,2024-02-27,75,2.3,Smart TV
USR_007,NFX_6080,2024-04-15,61,4.0,Laptop
USR_007,NFX_992,2024-07-08,62,3.9,Tablet
USR_007,AMZ_1506,2024-04-06,99,4.7,Laptop
USR_007,DSN_457,2024-02-08,13,,Laptop
USR_007,NFX_5842,2024-09-18,90,4.2,TV
USR_007,DSN_1348,2024-03-20,59,3.1,Tablet
USR_007,AMZ_277,2024-06-01,49,2.5,Smart TV
USR_007,NFX_696,2024-04-21,54,3.4,Mobile
USR_007,AMZ_5818,2024-04-04,44,3.9,Laptop
USR_007,NFX_6384,2024-04-26,22,2.6,Smart TV
USR_007,DSN_1064,2024-01-03,54,4.1,Mobile
USR_007,NFX_4723,2024-10-25,45,3.0,Smart TV
USR_007,DSN_709,2024-06-21,28,2.7,Laptop
USR_008,AMZ_1304,2024-05-15,47,3.8,Mobile
USR_008,AMZ_5384,2024-05-03,45,3.1,Tablet
USR_008,AMZ_2472,2024-03-10,43,3.7,Smart TV
USR_008,DSN_427,2024-11-22,57,3.5,TV
USR_008,AMZ_8578,2024-06-06,53,3.3,Laptop
USR_008,DSN_885,2024-07-05,82,4.6,TV
USR_008,AMZ_444,2024-07-15,87,4.7,Tablet
USR_008,NFX_3943,2024-10-26,96,4.8,Tablet
USR_008,AMZ_3016,2024-04-18,91,4.0,Tablet
USR_008,AMZ_6340,2024-02-21,28,1.9,Laptop
USR_008,AMZ_5808,2024-03-30,80,4.9,Mobile
USR_008,AMZ_4604,2024-07-15,59,3.6,TV
USR_008,AMZ_1600,2023-11-24,71,3.0,Mobile
USR_008,AMZ_1305,2024-06-25,86,4.5,Laptop
USR_008,AMZ_2410,2024-06-22,18,2.3,Tablet
USR_008,AMZ_1857,2024-02-29,40,4.1,Smart TV
USR_008,NFX_6660,2024-09-17,44,3.5,TV
USR_008,AMZ_8541,2024-01-15,19,2.3,Laptop
USR_008,NFX_7148,2024-02-17,26,1.5,Laptop
USR_008,AMZ_3107,2024-06-13,75,2.4,Smart TV
USR_008,NFX_2787,2024-04-23,39,1.9,Laptop
USR_008,NFX_7689,2024-07-04,22,2.6,TV
USR_008,AMZ_718,2024-06-25,20,2.4,Laptop
USR_008,NFX_5838,2024-04-27,23,2.3,Smart TV
USR_008,NFX_8094,2024-08-08,34,2.3,Laptop
USR_008,NFX_6177,2024-03-29,55,3.1,Tablet
USR_008,AMZ_2496,2024-06-16,30,2.6,Smart TV
USR_008,NFX_1758,2024-04-28,57,4.2,Mobile
USR_008,AMZ_1727,2024-04-21,87,5.0,Laptop
USR_009,NFX_7657,2024-09-09,72,4.1,Laptop
USR_009,DSN_1338,2024-09-09,62,3.5,Mobile
USR_009,NFX_763,2024-10-29,54,3.4,Mobile
USR_009,DSN_1412,2024-11-09,71,3.7,Mobile
USR_009,NFX_5221,2024-09-12,26,1.4,Smart TV
USR_009,NFX_3954,2024-09-15,74,2.5,Mobile
USR_009,DSN_1408,2024-09-12,67,3.7,Smart TV
USR_009,NFX_8082,2024-08-02,100,4.2,Smart TV
USR_009,NFX_6642,2024-11-09,71,3.8,Mobile
USR_009,DSN_1225,2024-08-16,15,2.2,Smart TV
USR_009,DSN_1332,2024-10-20,72,3.7,Smart TV
USR_009,NFX_648,2024-11-14,15,1.4,Smart TV
USR_009,DSN_998,2024-09-30,57,3.6,Laptop
USR_009,NFX_2383,2024-10-20,99,4.9,TV
USR_009,NFX_6993,2024-08-12,43,3.4,Smart TV
USR_009,DSN_8,2024-08-20,79,3.8,Mobile
USR_009,NFX_6769,2024-11-08,88,4.2,Tablet
USR_009,NFX_5937,2024-09-26,22,2.2,TV
USR_009,NFX_7749,2024-10-12,31,1.7,Laptop
USR_009,NFX_2894,2024-09-26,41,2.8,TV
USR_009,DSN_1190,2024-08-23,18,2.0,Smart TV
USR_009,NFX_2478,2024-09-29,54,3.0,Laptop
USR_009,DSN_884,2024-08-05,17,2.7,Mobile
USR_009,NFX_4286,2024-09-27,100,3.5,Laptop
USR_009,NFX_3187,2024-11-27,96,4.2,TV
USR_009,NFX_6682,2024-10-02,96,5.0,TV
USR_009,DSN_1073,2024-11-18,76,3.8,TV
USR_009,NFX_1697,2024-11-14,27,3.3,Tablet
USR_009,NFX_2212,2024-10-23,33,2.4,TV
USR_009,NFX_2975,2024-09-28,76,2.9,Mobile
USR_009,DSN_471,2024-10-28,35,3.1,Smart TV
USR_009,DSN_851,2024-08-12,57,2.8,Smart TV
USR_009,NFX_6673,2024-09-26,29,2.4,Smart TV
USR_009,NFX_6814,2024-08-06,26,1.8,Smart TV
USR_009,DSN_84,2024-10-11,84,4.8,Tablet
USR_009,DSN_1384,2024-09-18,43,3.4,Mobile
USR_009,NFX_80,2024-10-22,81,4.8,Smart TV
USR_009,NFX_7933,2024-08-11,22,1.6,Laptop
USR_009,DSN_565,2024-10-23,92,3.4,Smart TV
USR_009,NFX_6581,2024-11-27,27,1.5,Mobile
USR_009,DSN_142,2024-10-01,91,5.0,Smart TV
USR_009,NFX_4425,2024-11-21,56,3.6,Tablet
USR_009,DSN_461,2024-11-09,76,3.6,Mobile
USR_009,NFX_1517,2024-11-25,18,2.3,Laptop
USR_009,NFX_3777,2024-10-15,91,4.2,Mobile
USR_009,NFX_1596,2024-10-01,94,4.0,Tablet
USR_009,DSN_446,2024-11-12,90,3.7,Mobile
USR_009,NFX_7436,2024-08-22,53,3.0,Mobile
USR_009,DSN_1321,2024-09-08,96,5.0,Mobile
USR_009,NFX_4770,2024-11-12,32,3.0,Smart TV
USR_009,DSN_1353,2024-09-07,12,,Laptop
USR_009,NFX_6605,2024-10-17,66,3.4,TV
USR_009,DSN_364,2024-11-27,14,,Laptop
USR_009,NFX_6283,2024-11-11,15,3.0,TV
USR_010,NFX_7872,2024-05-30,20,2.2,Tablet
USR_010,NFX_6977,2024-05-26,44,3.6,Laptop
USR_010,NFX_125,2024-05-03,51,3.2,Laptop
USR_010,NFX_4492,2024-04-12,64,2.3,Smart TV
USR_010,NFX_4701,2024-05-19,29,1.4,TV
USR_010,NFX_4800,2024-10-20,88,4.0,Smart TV
USR_010,NFX_4532,2024-08-17,17,1.9,Tablet
USR_010,NFX_8099,2024-11-17,68,2.9,Mobile
USR_010,NFX_3450,2024-11-12,94,4.2,Tablet
USR_010,NFX_3016,2024-08-18,24,2.2,Smart TV
USR_010,AMZ_4046,2024-10-14,44,3.6,Smart TV
USR_010,NFX_2013,2024-04-20,12,,TV
USR_010,NFX_4596,2024-05-13,82,3.7,Tablet
USR_010,NFX_6006,2024-10-25,99,3.3,Tablet
USR_010,NFX_6520,2024-08-10,88,4.9,Tablet
USR_010,NFX_4834,2024-06-18,83,3.5,Smart TV
USR_010,NFX_978,2024-06-02,50,2.9,Mobile
USR_010,NFX_557,2024-04-21,73,3.5,Laptop
USR_010,NFX_2268,2024-11-04,20,2.0,Laptop
USR_010,NFX_575,2024-05-17,40,2.9,Mobile
USR_010,NFX_237,2024-05-14,48,3.4,Tablet
USR_010,NFX_6027,2024-11-22,99,4.0,Mobile
USR_010,NFX_3537,2024-06-25,52,2.9,TV
USR_010,NFX_6481,2024-07-20,98,3.9,Mobile
USR_010,NFX_8126,2024-06-21,38,2.5,Laptop
USR_010,NFX_2056,2024-11-08,95,4.1,Mobile
USR_010,NFX_4923,2024-07-08,51,2.5,TV
USR_010,NFX_5766,2024-04-02,20,3.3,Laptop
USR_010,NFX_6824,2024-05-04,25,1.3,Laptop
USR_010,NFX_2142,2024-06-20,45,3.1,Laptop
USR_010,AMZ_8892,2024-07-09,69,2.5,Smart TV
USR_010,NFX_6247,2024-09-03,79,3.0,Tablet
USR_010,NFX_3434,2024-07-18,51,2.5,TV
USR_010,NFX_2074,2024-10-11,56,3.3,Mobile
USR_010,NFX_1063,2024-11-04,95,5.0,Tablet
USR_010,NFX_2509,2024-04-11,53,3.2,Tablet
