user_id,rank,title,type,source,score,content_id
USR_033,3,Mission Blue,Movie,NETFLIX,2.017510089898692,NFX_5930
USR_034,1,WordWorld,TV Show,AMAZON,0.48040558172172776,AMZ_72
USR_034,2,Peekaboo I See You Series,TV Show,AMAZON,0.42814342305613323,AMZ_1353
USR_034,3,Abby Hatcher,TV Show,NETFLIX,0.4027984297027873,NFX_2307
USR_035,1,Les Misérables,Movie,NETFLIX,0.8343598158158545,NFX_2120
USR_035,2,The Dirt,Movie,NETFLIX,0.6641386203883842,NFX_3985
USR_035,3,Naughty Jatts,Movie,NETFLIX,0.6460499178243733,NFX_4594
USR_036,1,Heartburn,Movie,AMAZON,1.2930888294603338,AMZ_5581
USR_036,2,The Most Fun You Can Have Dying,Movie,AMAZON,1.160187907179575,AMZ_5836
USR_036,3,Eternal Love of Dream,TV Show,AMAZON,1.160187907179575,AMZ_7406
USR_037,1,One Small Hitch,Movie,AMAZON,0.254315710006391,AMZ_1416
USR_037,2,Becoming Burlesque,Movie,AMAZON,0.254315710006391,AMZ_3114
USR_037,3,Gajendra,Movie,AMAZON,0.254315710006391,AMZ_8930
USR_038,1,Maximum Ride,Movie,AMAZON,13.32367114573446,AMZ_1706
USR_038,2,The Connecticut Kid,Movie,AMAZON,13.32367114573446,AMZ_3744
USR_038,3,The Refractor,Movie,AMAZON,13.32367114573446,AMZ_7329
USR_039,1,Solos,TV Show,AMAZON,0.7031659827898674,AMZ_5008
USR_039,2,Starship Troopers: Traitor of Mars,Movie,NETFLIX,0.6756061022616453,NFX_1134
USR_039,3,ThirTEEN Terrors,TV Show,NETFLIX,0.6490147655291892,NFX_8574
USR_040,1,Password Plus,TV Show,AMAZON,4.728592789830571,AMZ_1369
USR_040,2,"Paradise, Hawaiian Style",Movie,AMAZON,4.728592789830571,AMZ_1380
USR_040,3,Gardeners' World,TV Show,AMAZON,4.71694189273637,AMZ_2386
USR_041,1,La fille aux deux visages,Movie,AMAZON,0.9089348623810503,AMZ_5810
USR_041,2,Elvira's Movie Macabre: Attack Of The Giant Leeches,Movie,AMAZON,0.791389675044873,AMZ_8966
USR_041,3,Ravenous,Movie,NETFLIX,0.7745149562118077,NFX_5003
USR_042,1,Little Singham: Kaal Ki Tabaahi,Movie,NETFLIX,1.9189897615963152,NFX_3390
USR_042,2,Ideachi Kalpana,Movie,NETFLIX,1.7997727285035037,NFX_7053
USR_042,3,The Pink Panther,Movie,NETFLIX,1.6328758640217598,NFX_8454
USR_043,1,Back Page,Movie,AMAZON,1.3456110591194224,AMZ_3173
USR_043,2,Anthem of a Teenage Prophet,Movie,AMAZON,1.2292091156269125,AMZ_3235
USR_043,3,Beautiful,Movie,AMAZON,1.2292091156269125,AMZ_4884
USR_044,1,Confessions of an Action Star,Movie,AMAZON,3.830815721918373,AMZ_4733
USR_044,2,Terrace House: Opening New Doors,TV Show,NETFLIX,3.329363079489891,NFX_537
USR_044,3,Tik Tok,Movie,NETFLIX,3.273466547216959,NFX_8589
USR_045,1,Cow Belles,Movie,DISNEY,0.41771302596254856,DSN_801
USR_045,2,Life-Size 2,Movie,DISNEY,0.4132590893260968,DSN_1018
USR_045,3,The Thirteenth Year,Movie,DISNEY,0.4132590893260968,DSN_1346
USR_046,1,Janoskians: Untold and Untrue,Movie,NETFLIX,0.5605288988244533,NFX_152
USR_046,2,Bittersweet,Movie,NETFLIX,0.5523188785833363,NFX_2630
USR_046,3,Spider-Man: Into the Spider-Verse,Movie,NETFLIX,0.5523188785833363,NFX_8068
USR_047,1,Les Misérables,Movie,NETFLIX,1.2085180008839784,NFX_2120
USR_047,2,Eye For An Eye,Movie,NETFLIX,1.07792029172728,NFX_3023
USR_047,3,Satte Pe Satta,Movie,NETFLIX,0.9642030938539647,NFX_7944
USR_048,1,Chandramukhi,Movie,AMAZON,2.2821484689837055,AMZ_6495
USR_048,2,The Gardener,Movie,AMAZON,2.2821484689837055,AMZ_8254
USR_048,3,His House,Movie,NETFLIX,1.8984312198441295,NFX_1775
USR_049,1,La fille aux deux visages,Movie,AMAZON,1.453506923615276,AMZ_5810
USR_049,2,Elvira's Movie Macabre: Attack Of The Giant Leeches,Movie,AMAZON,1.3641729109362863,AMZ_8966
USR_049,3,Green Frontier,TV Show,NETFLIX,1.3037143752943086,NFX_3579
USR_050,1,Les Misérables,Movie,NETFLIX,0.46823120744721825,NFX_2120
USR_050,2,The Remix: Hip Hop X Fashion,Movie,NETFLIX,0.3947182545268781,NFX_2219
USR_050,3,Justin Bieber: Never Say Never,Movie,NETFLIX,0.38635217306986624,NFX_7154
USR_051,1,"Bob Ross: Happy Accidents, Betrayal & Greed",Movie,NETFLIX,0.7492480601970806,NFX_221
USR_051,2,The American Meme,Movie,NETFLIX,0.7066799100673935,NFX_4324
USR_051,3,Walk with Me,Movie,NETFLIX,0.6887578375600255,NFX_8692
USR_052,1,Vegas Life,Movie,AMAZON,0.4827166395710696,AMZ_6068
USR_052,2,Do the Right Thing,Movie,NETFLIX,0.4608003763550228,NFX_139
USR_052,3,Band Aid,Movie,NETFLIX,0.4244515573499451,NFX_6225
USR_053,1,Dolly Parton’s Christmas on the Square,Movie,NETFLIX,4.620863161380866,NFX_1663
USR_053,2,Barbie: The Princess & the Popstar,Movie,NETFLIX,4.620863161380866,NFX_6242
USR_053,3,Legend of the Guardians: The Owls of Ga'Hoole,Movie,NETFLIX,4.6144283271108995,NFX_7282
USR_054,1,Catch.er,Movie,NETFLIX,0.6793152453954011,NFX_1194
USR_054,2,There Will Be Blood,Movie,NETFLIX,0.6346780524015161,NFX_2863
USR_054,3,Paranormal Activity,Movie,NETFLIX,0.6182565430974414,NFX_7704
USR_055,1,Bogda,Movie,NETFLIX,0.8844081245309784,NFX_3661
USR_055,2,Monster High: Friday Night Frights,Movie,NETFLIX,0.8443713924991649,NFX_7493
USR_055,3,Oasis: Supersonic,Movie,NETFLIX,0.8230083384795304,NFX_7633
USR_056,1,Noorie,Movie,AMAZON,3.223458245767399,AMZ_5260
USR_056,2,Pudhukottaiyilirundhu Saravanan,Movie,AMAZON,3.223458245767399,AMZ_7102
USR_056,3,Baruva 24 Gantegalalli,Movie,AMAZON,3.179980801786456,AMZ_8715
USR_057,1,Open Your Eyes,TV Show,NETFLIX,0.23704852340787974,NFX_225
USR_057,2,Do Do Sol Sol La La Sol,TV Show,NETFLIX,0.2331103751438919,NFX_1875
USR_057,3,Natsamrat - Asa Nat Hone Nahi,Movie,NETFLIX,0.2203954032665947,NFX_7565
USR_058,1,Chef,Movie,NETFLIX,2.470110890181643,NFX_1612
USR_058,2,#Alive,Movie,NETFLIX,2.371173121171926,NFX_2036
USR_058,3,The Silent War,Movie,NETFLIX,2.371173121171926,NFX_2955
USR_059,1,Celebrity Crush,Movie,AMAZON,0.7441508152204866,AMZ_6587
USR_059,2,Colin Quinn: Red State Blue State,Movie,NETFLIX,0.6615780916653035,NFX_3599
USR_059,3,Justin Bieber: Never Say Never,Movie,NETFLIX,0.6460662865454753,NFX_7154
USR_060,1,Inside Jokes,TV Show,AMAZON,0.614995283193603,AMZ_2100
USR_060,2,Marina Franklin: Single Black Female,Movie,AMAZON,0.5707356504240609,AMZ_3816
USR_060,3,Yakov Smirnoff: United We Laugh,Movie,AMAZON,0.5630628929930687,AMZ_5193
USR_061,1,Don't Go Breaking My Heart 2,Movie,NETFLIX,0.4016499355239652,NFX_4338
USR_061,2,Kurbaan,Movie,NETFLIX,0.37100427356020493,NFX_4580
USR_061,3,Ittefaq,Movie,NETFLIX,0.3670143897745313,NFX_4945
USR_062,1,The Yeti Adventures,Movie,NETFLIX,1.3012212458419552,NFX_954
USR_062,2,Dolly Parton’s Christmas on the Square,Movie,NETFLIX,1.2087724625588434,NFX_1663
USR_062,3,Legend of the Guardians: The Owls of Ga'Hoole,Movie,NETFLIX,1.1610702285277004,NFX_7282
USR_063,1,Cow Belles,Movie,DISNEY,0.567449993021654,DSN_801
USR_063,2,Pixel Perfect,Movie,DISNEY,0.5447471486232737,DSN_1135
USR_063,3,Sammy & Co,TV Show,NETFLIX,0.5136812018055633,NFX_5877
USR_064,1,The Over-The-Hill Gang Rides Again,Movie,AMAZON,5.4010230371870005,AMZ_498
USR_064,2,RED GARTERS,Movie,AMAZON,5.135009371742148,AMZ_1194
USR_064,3,Big Kill,Movie,AMAZON,4.7257476628403685,AMZ_5995
USR_065,1,The Umbrella Academy,TV Show,NETFLIX,0.4457016805727784,NFX_2190
USR_065,2,"Roswell, New Mexico",TV Show,NETFLIX,0.4407570409451296,NFX_2346
USR_065,3,Cells at Work!,TV Show,NETFLIX,0.42165689036481285,NFX_3055
USR_066,1,The Tracker,Movie,AMAZON,0.14524053105407284,AMZ_5430
USR_066,2,Love Of Fate: Amore Fati,Movie,AMAZON,0.14524053105407284,AMZ_5502
USR_066,3,Elizabeth and Margaret: Love and Loyalty,Movie,NETFLIX,0.14524053105407284,NFX_1161
USR_067,1,First Winter,Movie,AMAZON,0.3817106185591188,AMZ_2466
USR_067,2,Dirty Pictures,Movie,AMAZON,0.2854244002660177,AMZ_2648
USR_067,3,Bad Hombres,Movie,AMAZON,0.2854244002660177,AMZ_8606
USR_068,1,Listening Snow Tower,TV Show,AMAZON,4.733125988983359,AMZ_4137
USR_068,2,Truth or Dare,TV Show,AMAZON,4.643042956906376,AMZ_6045
USR_068,3,Girl With a Pearl Earring,Movie,AMAZON,4.527232428066339,AMZ_6236
USR_069,1,Roger Corman's Operation Rogue,Movie,AMAZON,0.24426877220282261,AMZ_7940
USR_069,2,Disney Girl vs. Monster,Movie,DISNEY,0.2283929510799587,DSN_825
USR_069,3,Halloweentown High,Movie,DISNEY,0.22310878518828187,DSN_927
USR_070,1,Akame ga Kill!,TV Show,NETFLIX,0.609365937148768,NFX_2854
USR_070,2,The Outsiders,TV Show,NETFLIX,0.5580217632993376,NFX_3883
USR_070,3,La Esclava Blanca,TV Show,NETFLIX,0.5303698861290304,NFX_5825
USR_071,1,Miss Virginia,Movie,NETFLIX,0.7129084523290687,NFX_2904
USR_071,2,Band Aid,Movie,NETFLIX,0.6659218151645221,NFX_6225
USR_071,3,The Tiger Hunter,Movie,NETFLIX,0.6659218151645221,NFX_8529
USR_072,1,Betting On The Bride,Movie,AMAZON,2.3274772816499265,AMZ_5602
USR_072,2,White Elephant,Movie,AMAZON,2.3274772816499265,AMZ_6503
USR_072,3,Double Whammy,Movie,AMAZON,2.1285003564698415,AMZ_7118
USR_073,1,We'll Take Manhattan,Movie,AMAZON,9.882657469366016,AMZ_143
USR_073,2,Laakhon Mein Ek (Telugu),TV Show,AMAZON,9.882657469366016,AMZ_1912
USR_073,3,Abhiyum Anuvum,Movie,AMAZON,9.882657469366016,AMZ_7827
USR_074,1,Afsos,TV Show,AMAZON,0.2634020186056229,AMZ_3352
USR_074,2,Never Too Late,Movie,AMAZON,0.251469583766393,AMZ_3958
USR_074,3,Jeff Dunham: Controlled Chaos,Movie,NETFLIX,0.251469583766393,NFX_4008
USR_075,1,VocabuLarry,Movie,AMAZON,0.13127999708541876,AMZ_177
USR_075,2,Shapes and Songs by Little Baby Bum,Movie,AMAZON,0.13127999708541876,AMZ_3996
USR_075,3,Number Zoo Adventures with Toddler Fun Learning,Movie,AMAZON,0.1279542482404859,AMZ_5739
USR_076,1,The Yeti Adventures,Movie,NETFLIX,1.4956268287801164,NFX_954
USR_076,2,Dolly Parton’s Christmas on the Square,Movie,NETFLIX,1.4417544615480022,NFX_1663
USR_076,3,Barbie: The Princess & the Popstar,Movie,NETFLIX,1.4132646980960397,NFX_6242
USR_077,1,The Wedding Year,Movie,AMAZON,0.38837351155001815,AMZ_398
USR_077,2,SNG: Don't Come Last,TV Show,AMAZON,0.38436876807024906,AMZ_964
USR_077,3,Iberion,Movie,AMAZON,0.38436876807024906,AMZ_9502
USR_078,1,"Omoo, Omoo the Shark God",Movie,AMAZON,0.42704355927181115,AMZ_1431
USR_078,2,Timelock,Movie,AMAZON,0.38489668122775145,AMZ_5484
USR_078,3,Star Kid,Movie,AMAZON,0.37301479988193537,AMZ_8188
USR_079,1,Lee Su-geun: The Sense Coach,Movie,NETFLIX,1.6940650258501342,NFX_484
USR_079,2,Kenny Sebastian: The Most Interesting Person in the Room,Movie,NETFLIX,1.6430038049544518,NFX_2458
USR_079,3,Mike Epps: Don't Take It Personal,Movie,NETFLIX,1.5233770428060125,NFX_5878
USR_080,1,Elvira's Movie Macabre: Attack Of The Giant Leeches,Movie,AMAZON,0.8995798229035366,AMZ_8966
USR_080,2,Dead Again in Tombstone,Movie,NETFLIX,0.8706291228953713,NFX_929
USR_080,3,Ravenous,Movie,NETFLIX,0.8255627147019425,NFX_5003
USR_081,1,Open Your Eyes,TV Show,NETFLIX,0.3755681932752947,NFX_225
USR_081,2,Do Do Sol Sol La La Sol,TV Show,NETFLIX,0.3739549742926185,NFX_1875
USR_081,3,Ultraviolet,TV Show,NETFLIX,0.35885133646284784,NFX_3120
USR_082,1,Mother's Day,Movie,AMAZON,0.29244649830507324,AMZ_8199
USR_082,2,The Grudge 2,Movie,AMAZON,0.29244649830507324,AMZ_9069
USR_082,3,Edgar Allan Poe's Requiem for the Damned,Movie,AMAZON,0.26834794652299754,AMZ_9386
USR_083,1,Feels Like Ishq,TV Show,NETFLIX,0.5341952415698434,NFX_397
USR_083,2,Lommbock,Movie,NETFLIX,0.5341952415698434,NFX_4402
USR_083,3,21 & Over,Movie,NETFLIX,0.5341952415698434,NFX_6000
USR_084,1,The Over-The-Hill Gang Rides Again,Movie,AMAZON,3.0524260443768574,AMZ_498
USR_084,2,RED GARTERS,Movie,AMAZON,2.8958467704804955,AMZ_1194
USR_084,3,"Life Is Tough, Eh Providence?",Movie,AMAZON,2.883042025524772,AMZ_8921
USR_085,1,Got My Hustle Up,Movie,AMAZON,0.8921410080448239,AMZ_4672
USR_085,2,The Tunnel (English Dub),Movie,AMAZON,0.8683365794480555,AMZ_6933
USR_085,3,The Vault,Movie,NETFLIX,0.8683365794480555,NFX_363
USR_086,1,FAKERS Mini-Series,TV Show,AMAZON,12.152510282032036,AMZ_2512
USR_086,2,Writer,Movie,AMAZON,12.152510282032036,AMZ_5051
USR_086,3,Thoongaa Vanam,Movie,AMAZON,12.152510282032036,AMZ_7094
USR_087,1,Kevin Hart Presents: Plastic Cup Boyz,Movie,AMAZON,2.048175569091765,AMZ_1953
USR_087,2,Inside Jokes,TV Show,AMAZON,1.9395419117928447,AMZ_2100
USR_087,3,Eddie Izzard: Unrepeatable,Movie,AMAZON,1.8712039138907217,AMZ_9209
USR_088,1,Theatre: A Love Story,Movie,AMAZON,13.011624277987941,AMZ_372
USR_088,2,CIRCLES vol 1,Movie,AMAZON,13.011624277987941,AMZ_5155
USR_088,3,Romeo and Juliet,Movie,AMAZON,13.011624277987941,AMZ_8092
USR_089,1,Artemis Fowl,Movie,DISNEY,12.007193872893266,DSN_502
USR_089,2,Explained,TV Show,NETFLIX,12.007193872893266,NFX_440
USR_089,3,Tomorrow Never Dies,Movie,NETFLIX,12.007193872893266,NFX_8603
USR_090,1,The Confession Killer,TV Show,NETFLIX,0.26664349586553526,NFX_3175
USR_090,2,Deep Water,TV Show,NETFLIX,0.25364385823648894,NFX_6587
USR_090,3,Encounters with Evil,TV Show,NETFLIX,0.2502283936246595,NFX_6695
USR_091,1,Kingdom,TV Show,NETFLIX,0.20233619010534465,NFX_2821
USR_091,2,Nailed It! Spain,TV Show,NETFLIX,0.19900689417191886,NFX_3378
USR_091,3,Deep Water,TV Show,NETFLIX,0.18043575849989446,NFX_6587
USR_092,1,The Strangers,Movie,NETFLIX,0.5409531430743374,NFX_607
USR_092,2,Ideachi Kalpana,Movie,NETFLIX,0.5057585630685802,NFX_7053
USR_092,3,Singh Saab the Great,Movie,NETFLIX,0.5024349254056787,NFX_8023
USR_093,1,One More Saturday Night,Movie,AMAZON,16.136955343379718,AMZ_7912
USR_093,2,Garfield,Movie,DISNEY,16.136955343379718,DSN_144
USR_093,3,Natalia Valdebenito: Gritona,Movie,NETFLIX,16.136955343379718,NFX_7560
USR_094,1,That's So Raven,TV Show,DISNEY,1.5944629091980205,DSN_624
USR_094,2,The Thirteenth Year,Movie,DISNEY,1.5944629091980205,DSN_1346
USR_094,3,The Wizards Return: Alex vs. Alex,Movie,DISNEY,1.5944629091980205,DSN_1357
USR_095,1,Baby's Day Out,Movie,DISNEY,0.5863288578838415,DSN_240
USR_095,2,The Nutcracker and the Four Realms,Movie,DISNEY,0.5619057537382803,DSN_350
USR_095,3,The Golden Child,Movie,NETFLIX,0.5600993287925933,NFX_176
USR_096,1,Catch Hell,Movie,AMAZON,0.36044425142354847,AMZ_2899
USR_096,2,Survive the Night (4K UHD),Movie,AMAZON,0.3556850845930537,AMZ_5559
USR_096,3,Gollu Aur Pappu,Movie,NETFLIX,0.33586198402224055,NFX_2274
USR_097,1,"Paradise, Hawaiian Style",Movie,AMAZON,2.8579293325472044,AMZ_1380
USR_097,2,Todd Barry: The Crowd Work Tour,Movie,AMAZON,2.5358083303125416,AMZ_3659
USR_097,3,Nightingale: A Melody of Life,Movie,AMAZON,2.406594104001828,AMZ_4875
USR_098,1,Santa Banta Pvt Ltd,Movie,NETFLIX,1.6391063511000636,NFX_1975
USR_098,2,Bottom of the World,Movie,NETFLIX,1.6018258710693638,NFX_6365
USR_098,3,The Salvation,Movie,NETFLIX,1.5456142732954357,NFX_8496
USR_099,1,Feels Like Ishq,TV Show,NETFLIX,18.367944857017157,NFX_397
USR_099,2,Bad Trip,Movie,NETFLIX,18.367944857017157,NFX_1157
USR_099,3,Take Me Home Tonight,Movie,NETFLIX,18.367944857017157,NFX_8146
USR_100,1,"Ariana grande: excuse me, i love you",Movie,NETFLIX,0.6715475555214259,NFX_1509
USR_100,2,Les Misérables,Movie,NETFLIX,0.6449307436497389,NFX_2120
USR_100,3,The Remix: Hip Hop X Fashion,Movie,NETFLIX,0.6134257928592438,NFX_2219
USR_101,1,Benji,Movie,AMAZON,0.4758133134375866,AMZ_3099
USR_101,2,Arpo the Robot for All Kids - Save the Baby & More Robot Kids Cartoon,Movie,AMAZON,0.4758133134375866,AMZ_3211
USR_101,3,Project Mc²,TV Show,NETFLIX,0.4758133134375866,NFX_5180
USR_102,1,Mister Maker,TV Show,AMAZON,0.26715750053074405,AMZ_1646
USR_102,2,Crypto Legacy (2021),Movie,AMAZON,0.2589266839965066,AMZ_5961
USR_102,3,Thriller,Movie,NETFLIX,0.258465024061594,NFX_3919
USR_103,1,Ryan Shaw,Movie,AMAZON,1.1985852631580745,AMZ_1114
USR_103,2,Mega Transports,TV Show,AMAZON,1.1513787878338544,AMZ_1688
USR_103,3,Stop at Nothing: The Lance Armstrong Story,Movie,AMAZON,1.1513787878338544,AMZ_6816
USR_104,1,The Speed of Thought,Movie,AMAZON,1.2108032846297039,AMZ_438
USR_104,2,Sharknado 4: The 4th Awakens,Movie,AMAZON,1.0171591600548568,AMZ_1034
USR_104,3,La fille aux deux visages,Movie,AMAZON,1.0054681386536184,AMZ_5810
USR_105,1,Wild Colombia Revealed,Movie,AMAZON,0.8397853808419661,AMZ_103
USR_105,2,Mega Transports,TV Show,AMAZON,0.8397853808419661,AMZ_1688
